iteration,train_loss,val_loss,lr,elapsed_s
51400,0.000052,,3.000000e-04,4755.5
51500,0.000044,,3.000000e-04,4762.7
51600,0.000026,,3.000000e-04,4769.9
51700,0.000023,,3.000000e-04,4777.1
51800,0.000059,,3.000000e-04,4784.6
51900,0.000021,,3.000000e-04,4791.8
52000,0.000034,,3.000000e-04,4799.5
52000,,0.000054,3.000000e-04,4815.7
52100,0.000027,,3.000000e-04,4823.1
52200,0.000018,,3.000000e-04,4830.5
52300,0.000022,,3.000000e-04,4838.0
52400,0.000173,,3.000000e-04,4845.3
52500,0.000024,,3.000000e-04,4852.7
52600,0.000067,,3.000000e-04,4860.0
52700,0.000018,,3.000000e-04,4867.4
52800,0.000012,,3.000000e-04,4874.7
52900,0.000102,,3.000000e-04,4881.9
53000,0.000001,,3.000000e-04,4889.2
53000,,0.000055,3.000000e-04,4905.2
53100,0.000073,,3.000000e-04,4912.5
53200,0.000033,,3.000000e-04,4920.1
53300,0.000019,,3.000000e-04,4927.2
53400,0.000024,,3.000000e-04,4934.5
53500,0.000043,,3.000000e-04,4941.7
53600,0.000027,,3.000000e-04,4949.5
53700,0.000013,,3.000000e-04,4956.9
53800,0.000018,,3.000000e-04,4964.3
53900,0.000043,,3.000000e-04,4971.8
54000,0.000016,,3.000000e-04,4979.5
54000,,0.000055,3.000000e-04,4995.7
54100,0.000056,,3.000000e-04,5003.1
54200,0.000027,,3.000000e-04,5010.4
54300,0.000034,,3.000000e-04,5017.8
54400,0.000015,,3.000000e-04,5025.1
54500,0.000027,,3.000000e-04,5032.2
54600,0.000035,,3.000000e-04,5039.7
54700,0.000022,,3.000000e-04,5047.0
54800,0.000052,,3.000000e-04,5054.3
54900,0.000009,,3.000000e-04,5061.8
55000,0.000030,,3.000000e-04,5069.2
55000,,0.000054,3.000000e-04,5085.4
55100,0.000022,,3.000000e-04,5092.8
55200,0.000028,,3.000000e-04,5100.2
55300,0.000018,,3.000000e-04,5107.8
55400,0.000028,,3.000000e-04,5115.2
55500,0.000061,,3.000000e-04,5122.4
55600,0.000017,,3.000000e-04,5129.7
55700,0.000020,,3.000000e-04,5137.2
55800,0.000022,,3.000000e-04,5144.6
55900,0.000019,,3.000000e-04,5152.0
56000,0.000059,,3.000000e-04,5159.4
56000,,0.000054,3.000000e-04,5175.5
56100,0.000018,,3.000000e-04,5183.0
56200,0.000033,,3.000000e-04,5190.4
56300,0.000041,,3.000000e-04,5197.8
56400,0.000149,,3.000000e-04,5205.0
56500,0.000019,,3.000000e-04,5212.6
56600,0.000026,,3.000000e-04,5219.7
56700,0.000009,,3.000000e-04,5226.8
56800,0.000027,,3.000000e-04,5234.0
56900,0.000016,,3.000000e-04,5241.4
57000,0.000073,,3.000000e-04,5248.9
57000,,0.000055,3.000000e-04,5265.2
57100,0.000038,,3.000000e-04,5272.4
57200,0.000030,,3.000000e-04,5280.1
57300,0.000031,,3.000000e-04,5287.4
57400,0.000020,,3.000000e-04,5294.8
57500,0.000059,,3.000000e-04,5302.2
57600,0.000008,,3.000000e-04,5309.6
57700,0.000036,,3.000000e-04,5316.9
57800,0.000019,,3.000000e-04,5324.3
57900,0.000077,,3.000000e-04,5331.8
